ident,type,name,iso_country,iata_code
DE-0662,heliport,Westpfalz Hospital Kaiserslautern Heliport,DE,
DE-0663,heliport,Altötting-Burghausen District Hospital Burghausen Heliport,DE,
DE-0664,heliport,DonauIsar Hospital Dingolfing Heliport,DE,
DE-0665,heliport,Eggenfelden District Hospital Heliport,DE,
DE-0666,heliport,Pfarrkirchen District Hospital Heliport,DE,
DE-0667,heliport,Altötting-Burghausen District Hospital Altötting Heliport,DE,
DE-0668,heliport,Mühldorf am Inn Hospital Heliport,DE,
DE-0669,heliport,Evangelisches Diakonie Hospital Schwäbisch Hall Heliport,DE,
DE-0670,heliport,Schrobenhausen District Hospital Heliport,DE,
DE-0671,heliport,Wertach Hospital Bobingen Heliport,DE,
DE-0672,heliport,Augsburg University Hospital Heliport,DE,
DE-0673,heliport,Sankt Elisabeth Hospital Straubing Heliport,DE,
DE-0674,heliport,Leonberg Hospital Heliport,DE,
DE-0675,heliport,Sankt Vincentius Hospital Heliport,DE,
DE-0676,heliport,Südharz Hospital Nordhausen Heliport,DE,
DE-0677,small_airport,Bleicherode Airfield,DE,
DE-0678,heliport,Harz Hospital Quedlinburg Heliport,DE,
DE-0679,heliport,Martha-Maria Nürnberg Hospital Heliport,DE,
DE-0680,heliport,Nürnberg South Hospital Heliport,DE,
DE-0681,heliport,Nürnberg North Hospital Heliport,DE,
DE-0682,heliport,Fürth Hospital Heliport,DE,
DE-0683,heliport,Burgholzhausen Rotorflug Heliport,DE,
DE-0684,heliport,Rummelsberg Hospital Heliport,DE,
DE-0685,heliport,Bietigheim Hospital Heliport,DE,
DE-0686,small_airport,Meidelstetten Gliderfield,DE,
DE-0687,heliport,Bamberg Hospital Heliport,DE,
DE-0688,heliport,Erlangen University Hospital Rooftop Heliport,DE,
DE-0689,heliport,Forchheim Franconian Switzerland Hospital Heliport,DE,
DE-0690,heliport,Würzburg University Hospital Rooftop Heliport,DE,
DE-0691,heliport,Kitzingen Hospital Heliport,DE,
DE-0692,heliport,Ochsenfurt Hospital Heliport,DE,
DE-0693,heliport,ADAC Air Rescue Station Dinkelsbühl Heliport,DE,
DE-0694,heliport,Leopoldina Schweinfurt City Hospital Heliport,DE,
DE-0695,heliport,Europakanal Hospital Heliport,DE,
DE-0696,heliport,Main-Kinzig Hospital Schlüchtern Heliport,DE,
DE-0697,heliport,Helios Clinic Mansfeld-Südharz Heliport,DE,
DE-0698,heliport,Westphalia Miners' Hospital Heliport,DE,
DE-0699,heliport,Christian Hospital Unna West Heliport,DE,
DE-0700,heliport,Christian Hospital Unna Central Heliport,DE,
DE-0701,heliport,Kamen Hospital Heliport,DE,
DE-0702,heliport,Dortmund Hospital North Heliport,DE,
DE-0703,heliport,Sankt Christophorus Hospital Heliport,DE,
DE-0704,heliport,Sankt Marien Hospital Heliport,DE,
DE-0705,heliport,Brambauer Hospital Heliport,DE,
DE-0706,heliport,Bochum University Miners' Hospital Heliport,DE,
DE-0707,heliport,Fichtelgebirge Hospital Marktredwitz Heliport,DE,
DE-0709,heliport,Magdeburg Hospital Heliport,DE,
DE-0710,heliport,Magdeburg University Hospital Heliport,DE,
DE-0711,heliport,Herz-Jesu Hospital Fulda Heliport,DE,
DE-0712,heliport,Fulda Hospital Heliport,DE,
DE-0713,heliport,Helios Sankt Elisabeth Hospital Hünfeld Heliport,DE,
DE-0714,heliport,Helios Clinic Erfurt Heliport,DE,
DE-0715,heliport,Catholic Hospital Sankt Johann Nepomuk Erfurt Heliport,DE,
DE-0716,heliport,Weilburg District Hospital Heliport,DE,
DE-0717,heliport,Helios Clinic Gotha Heliport,DE,
DE-0718,heliport,Sophien and Hufeland Hospital Weimar Heliport,DE,
DE-0719,heliport,Lahn-Dill Clinic Wetzlar Heliport,DE,
DE-0720,heliport,Elisabeth Hospital Schmalkalden Heliport,DE,
DE-0721,heliport,Hufeland Hospital Heliport,DE,
DE-0722,heliport,KMG Hospital Sondershausen Heliport,DE,
DE-0723,heliport,Schwandorf District Hospital Oberviechtach Heliport,DE,
DE-0725,heliport,Sankt Marien Hospital Amberg Heliport,DE,
DE-0726,heliport,Herdecke Community Hospital Heliport,DE,
DE-0727,heliport,Sankt-Johannes Catholic Hospital Hagen Heliport,DE,
DE-0728,heliport,Sankt Marien Hospital Vreden Heliport,DE,
DE-0729,heliport,DonauIsar Hospital Landau Heliport,DE,
DE-0730,heliport,Marburg University Hospital Ground Heliport,DE,
DE-0731,heliport,Marburg University Hospital Rooftop Heliport,DE,
DE-0732,heliport,Dillingen District Hospital Heliport,DE,
DE-0733,heliport,Sankt Joseph Hospital Prüm Heliport,DE,
DE-0734,heliport,AMEOS Hospital Sankt Salvator Halberstadt Heliport,DE,
DE-0735,heliport,AMEOS Hospital Bernburg Heliport,DE,
DE-0736,heliport,Harz Hospital Wernigerode Heliport,DE,
DE-0737,heliport,Schotten Heliport,DE,
DE-0738,heliport,Carl Thien Hospital Cottbus Heliport,DE,
DE-0739,heliport,Regiomed Hospital Neuhaus am Rennweg Heliport,DE,
DE-0740,heliport,Untererthal Heliport,DE,
DE-0741,heliport,Crailsheim Hospital Heliport,DE,
DE-0742,heliport,Red Cross Hospital Wertheim Heliport,DE,
DE-0743,heliport,Vogelsberg District Hospital Alsfeld Heliport,DE,
DE-0744,heliport,Bad Hersfeld Hospital Heliport,DE,
DE-0745,heliport,Werra-Meißner Eschwege Hospital Heliport,DE,
DE-0746,heliport,Jerichower Land District Hospital Heliport,DE,
DE-0747,heliport,Elbe-Elster Hospital Finsterwalde Heliport,DE,
DE-0748,heliport,Rotenburg an der Fulda Cardiovascular Center Heliport,DE,
DE-0749,heliport,Bad Salzungen Hospital Heliport,DE,
DE-0750,heliport,Sankt Georg Hospital Eisenach Heliport,DE,
DE-0751,heliport,Sankt Georg Hospital Leipzig Reserve Heliport,DE,
DE-0752,heliport,Sankt George Hospital Leipzig Heliport,DE,
DE-0753,heliport,Leipzig University Hospital Heliport 1,DE,
DE-0754,heliport,Evangelical Deaconess Hospital Leipzig Heliport,DE,
DE-0755,heliport,Leipzig Heart Center Ground Heliport,DE,
DE-0756,heliport,Leipzig Heart Center Rooftop Heliport,DE,
DE-0757,heliport,Sankt Elisabeth Hospital Leipzig Heliport,DE,
DE-0758,heliport,Helios Clinic Schkeuditz Heliport,DE,
DE-0759,heliport,Regiomed Hospital Lichtenfels Heliport,DE,
DE-0760,heliport,Leipzig University Hospital Heliport 2,DE,
DE-0761,heliport,Martha-Maria Halle-Dölau Hospital Heliport,DE,
DE-0762,heliport,BG Hospital Bergmannstrost Halle Heliport,DE,
DE-0763,heliport,Sankt Elisabeth and Sankt Barbara Hospital Halle (Saale) Heliport,DE,
DE-0764,heliport,Halle (Saale) University Hospital Heliport,DE,
DE-0765,heliport,Asklepios Clinic Weißenfels Heliport,DE,
DE-0766,heliport,AMEOS Hospital Aschersleben Heliport,DE,
DE-0768,heliport,KMG Hospital Luckenwalde Heliport,DE,
DE-0769,heliport,Bitterfield-Wolfen Health Center Heliport,DE,
DE-0770,heliport,Hohe Warte Hospital Heliport,DE,
DE-0771,heliport,Bayreuth Hospital Heliport,DE,
DE-0772,heliport,Nordoberpfalz Hospital Kemnath Heliport,DE,
DE-0773,heliport,Dessau Municipal Hospital Rooftop Heliport,DE,
DE-0774,heliport,Dessau Municipal Hospital Ground Heliport,DE,
DE-0775,heliport,Helios Hospital Hettstedt Heliport,DE,
DE-0776,heliport,Elbe-Elster Hospital Elsterwerda Heliport,DE,
DE-0777,heliport,Torgau District Hospital Heliport,DE,
DE-0778,heliport,Elbe-Elster Hospital Herzberg Heliport,DE,
DE-0779,heliport,Johanniter Hospital Treuenbrietzen Heliport,DE,
DE-0780,heliport,Hephata Hospital Heliport,DE,
DE-0781,heliport,Sankt Franziskus Hospital Winterberg Heliport,DE,
DE-0782,heliport,Grafschaft Abbey Specialty Hospital Heliport,DE,
DE-0783,heliport,Bad Berleburg Air Rescue Heliport,DE,
DE-0784,heliport,Flemmingstraße Hospital Ground Heliport,DE,
DE-0785,heliport,Flemmingstraße Hospital Rooftop Heliport,DE,
DE-0786,heliport,Helios Clinic Aue Heliport,DE,
DE-0787,heliport,Bergstadt Schneeberg Polyclinic Heliport,DE,
DE-0788,heliport,Heinrich Braun Hospital Kirchberg Heliport,DE,
DE-0789,heliport,ADAC Air Rescue Station Zwickau Heliport,DE,
DE-0790,heliport,Erlabrunn Hospital Heliport,DE,
DE-0791,heliport,Paracelsus Hospital Schöneck Heliport,DE,
DE-0792,heliport,Paracelsus Hospital Adorf Heliport,DE,
DE-0793,heliport,Fichtelgebirge Hospital Selb Heliport,DE,
DE-0794,heliport,Paul-Gerhardt-Stift Evangelical Hospital Heliport,DE,
DE-0795,heliport,MediClin Heart Center Coswig Heliport,DE,
DE-0796,heliport,Ernst von Bergmann Hospital Bad Belzig Heliport,DE,
DE-0797,heliport,AMEOS Hospital Staßfurt Heliport,DE,
DE-0798,heliport,Lausitzer Seenland Hospital Heliport,DE,
DE-0801,small_airport,Aßberg UL,DE,
DE-0803,heliport,DRK Altenkirchen Hospital Heliport,DE,
DE-0805,small_airport,Westerenger Airfield,DE,
DE-0808,heliport,Göttingen University Clinic Heliport,DE,
DE-0811,heliport,Hegau-Jugendwerk Neurological Hospital Heliport,DE,
DE-0812,heliport,Christophsbad Heliport,DE,
DE-0813,heliport,Sulingen Auxiliary Helicopter Base,DE,
DE-0814,small_airport,Ottmarsbocholt Airfield,DE,
DE-0815,heliport,Autobahn Police Wiesbaden Heliport,DE,
DE-0816,heliport,Idstein Volunteer Fire Department Heliport,DE,
DE-0817,heliport,Catholic Hospital Koblenz-Montabaur Heliport,DE,
DE-0818,heliport,Autobahn Police Heiligenroth Heliport,DE,
DE-0819,heliport,Kalkberg Heliport,DE,
DE-0823,heliport,Ransbach-Baumbach Volunteer Fire Department Heliport,DE,
DE-0824,heliport,DRK Kamillus Hospital Asbach Heliport,DE,
DE-0825,heliport,Neurath Power Station Heliport,DE,
DE-0826,heliport,Garzweiler Opencast Mine Heliport,DE,
DE-0827,heliport,Ayrshire Barracks South Heliport,DE,
DE-0828,heliport,Grimma Hospital Heliport,DE,
DE-0829,heliport,Autobahn Police South Hesse Heliport,DE,
DE-0830,heliport,Dobeln Hospital Heliport,DE,
DE-0832,heliport,Carl von Basedow Saalekreis Hospital Querfurt Heliport,DE,
DE-0833,heliport,Naumburg Hospital Heliport,DE,
DE-0834,heliport,Leipzig Police Academy Heliport,DE,
DE-0835,heliport,Ingolstadt Municipal Heliport,DE,
DE-0836,heliport,Rheinhessen Specialty Hospital Alzey Heliport,DE,
DE-0837,heliport,Helios Hospital Lutherstadt Eisleben Heliport,DE,
DE-0838,heliport,Sankt Marienworth Hospital Heliport,DE,
DE-0839,heliport,Robert Koch Hospital Heliport,DE,
DE-0840,heliport,Fossiliengrube Heliport,DE,
DE-0841,heliport,Bayreuth Psychiatric Hospital Heliport,DE,
DE-0842,heliport,Zeitz Hospital Heliport,DE,
DE-0843,heliport,Sana Hospital Borna Heliport,DE,
DE-0844,heliport,Autobahn Police Ruchheim Heliport,DE,
DE-0846,heliport,Helios Clinic Munich West Heliport,DE,
DE-0847,heliport,Deutschherrnwiese Heliport,DE,
DE-0848,heliport,München North Railyard Northeast Helipad,DE,
DE-0849,heliport,München North Railyard West Helipad 2,DE,
DE-0850,heliport,München North Railyard West Helipad 1,DE,
DE-0851,heliport,Ostallgäu-Kaufbeuren Hospital Heliport,DE,
DE-0852,heliport,Starnberg Emergency Heliport,DE,
DE-0853,heliport,Hanau Fire Department Emergency Heliport,DE,
DE-0854,heliport,Dippenricht Heliport,DE,
DE-0856,heliport,Bavaria Hospital Kreischa Heliport,DE,
DE-0857,heliport,Helios Clinic Freital Heliport,DE,
DE-0858,heliport,Ilm District Hospital Arnstadt-Ilmenau Heliport,DE,
DE-0859,heliport,DRF Rescue Station Bad Berka Heliport,DE,
DE-0860,heliport,Bad Berka Central Hospital Heliport,DE,
DE-0861,heliport,Weilheim Rescue Heliport,DE,
DE-0862,heliport,Lauterbacher Mühle am Ostersee Private Hospital Heliport,DE,
DE-0863,heliport,Feldafing Heliport,DE,
DE-0864,heliport,Aschaffenburg Hospital Heliport,DE,
DE-0865,heliport,Neustadt Hospital Heliport,DE,
DE-0866,heliport,Schützenplatz Emergency Heliport,DE,
DE-0867,heliport,Brandweg Heliport,DE,
DE-0868,heliport,Main-Spessart Hospital Marktheidenfeld Campus Heliport,DE,
DE-0869,heliport,Camp Albertshof Army Heliport,DE,
DE-0870,heliport,Höllentalangerhütte Mountain Rescue Heliport,DE,
DE-0871,heliport,Erding District Hospital Heliport,DE,
DE-0872,heliport,Haar Hospital Heliport,DE,
DE-0873,heliport,Eisenberg Forest Rudolf Elle Hospital Heliport,DE,
DE-0910,small_airport,Rheinstetten Glider Field,DE,
DE-0911,heliport,Christoph Hansa ADAC Helipad,DE,
DE-0912,heliport,Bocholt Heliport,DE,
DE-0913,heliport,Marien Hospital Papenberg Aschendorf Heliport,DE,
DE-0914,heliport,Borkum Island Hospital Heliport,DE,
DE-0915,heliport,Borkum Riffgrund II Helideck,DE,
DE-0919,heliport,Kesselsdorf Heliport,DE,
DE-0920,small_airport,Waldmössingen Paramotor Field,DE,
DE-0921,small_airport,Altstetten Ultralight Field,DE,
DE-0922,heliport,Frankfurt am Main Accident Hospital Roof Helipad,DE,
DE-0923,small_airport,Colnrade Ultralight Field,DE,
DE-0924,small_airport,Worth Ultralight strip,DE,
DE-0925,heliport,Schwedt Refinery Heliport,DE,
DE-0926,heliport,Helwin A,DE,
DE-0927,heliport,Meerwind S O,DE,
DE-0928,heliport,Amrumbank West,DE,
DE-0929,heliport,Pfronstetten-Aichelau Helipad,DE,
DE-0930,heliport,Nürtingen Medius Klinik Helipad,DE,
DE-0931,small_airport,Bockwiese Airfield,DE,
DE-0932,heliport,Ludwigsburg Hospital Helistop,DE,
DE-0933,heliport,Ostfildern-Ruit Medius Hospital Helistop,DE,
DE-0934,heliport,Bavaria Zscheckwitz Rehabilitation Hospital Heliport,DE,
DE-0935,small_airport,Eschelbach Airfield,DE,
DE-0937,small_airport,Flugplatz Hain-Sondershausen,DE,
DE00,small_airport,Doyle's Airport,US,
DE02,heliport,Delaware State Police Heliport,US,
DE03,heliport,Dover Downs Helistop,US,
DE04,small_airport,Newberg Airport,US,
DE05,heliport,Wilmington Country Club Heliport,US,
DE06,heliport,Delaware Museum Heliport,US,
DE08,heliport,Barcroft Company Heliport,US,
DE09,small_airport,Johnsons Airport,US,
DE10,small_airport,Kimbowrosa Farm Airport,US,
DE11,small_airport,Drummond Airport,US,
DE13,seaplane_base,Rehoboth Bay Seaplane Base,US,
DE14,small_airport,Huey Airport,US,
DE15,small_airport,Pevey Airport,US,
DE16,heliport,Rollins Building Heliport,US,
DE17,small_airport,Sugar Hill Airport,US,
DE19,small_airport,Duffy's Airport,US,
DE20,small_airport,Spirit Airpark,US,
DE21,small_airport,West Private Airport,US,
DE23,small_airport,Ockel Farms Airport,US,
DE24,heliport,Elliott Heliport,US,
DE25,small_airport,Eagle Crest-Hudson Airport,US,
DE26,heliport,ChristianaCare Christiana Hospital Heliport,US,
DE28,heliport,Nemours A I Dupont Children's Hospital Rooftop Heliport,US,
DE29,small_airport,Scotty's Place Airport,US,
DE30,heliport,Bracebridge Iii Heliport,US,
DE32,small_airport,Belfair Airport,US,
DE34,small_airport,Townsend A Airport,US,
DE39,heliport,ChristianaCare Wilmington Hospital Heliport,US,
DEQ,small_airport,Deqing Moganshan Airport,CN,DEQ
DEX,small_airport,Nop Goliat Dekai Airport,ID,DEX
DFCA,small_airport,Kaya Airport,BF,XKY
DFCB,small_airport,Barsalogho Airport,BF,
DFCC,small_airport,Ouahigouya Airport,BF,OUG
DFCD,small_airport,Didyr Airport,BF,
DFCE,small_airport,Batie Airport,BF,
DFCG,small_airport,Kongoussi Airport,BF,
DFCI,small_airport,Titao Airport,BF,
DFCJ,small_airport,Djibo Airport,BF,XDJ
DFCK,small_airport,Koudougou Airport,BF,
DFCL,small_airport,Leo Airport,BF,XLU
DFCM,small_airport,Manga Airport,BF,
DFCP,small_airport,Po Airport,BF,PUP
DFCR,small_airport,Poura Airport,BF,
DFCS,small_airport,Seguenega Airport,BF,
DFCT,small_airport,Tenado Airport,BF,
DFCU,small_airport,Gourcy Airport,BF,
DFEA,small_airport,Boulsa Airport,BF,XBO
DFEB,small_airport,Bogande Airport,BF,XBG
DFEC,small_airport,Komin-Yanga Airport,BF,
DFED,small_airport,Diapaga Airport,BF,DIP
DFEE,small_airport,Dori Airport,BF,DOR
DFEF,small_airport,Fada N'gourma Airport,BF,FNG
DFEG,small_airport,Gorom-Gorom Airport,BF,XGG
DFEK,small_airport,Koupela Airport,BF,
DFEL,small_airport,Kantchari Airport,BF,XKA
DFEM,small_airport,Tambao Airport,BF,TMQ
DFEO,small_airport,Zorgo Airport,BF,
DFEP,small_airport,Pama Airport,BF,XPA
DFER,small_airport,Arly Airport,BF,ARL
DFES,small_airport,Sebba Airport,BF,XSE
DFET,small_airport,Tenkodogo Airport,BF,TEG
DFEY,small_airport,Ouargaye Airport,BF,
DFEZ,small_airport,Zabré Airport,BF,XZA
DFFD,large_airport,Ouagadougou Thomas Sankara International Airport,BF,OUA
DFOA,small_airport,Dano Airport,BF,
DFOB,small_airport,Banfora Airport,BF,BNR
DFOD,small_airport,Dedougou Airport,BF,DGU
DFOF,small_airport,Safane Airport,BF,
DFOG,small_airport,Gaoua Airport,BF,XGA
DFOH,small_airport,Houndé Airport,BF,
DFON,small_airport,Nouna Airport,BF,XNU
DFOO,large_airport,Bobo Dioulasso Airport,BF,BOY
DFOR,small_airport,Orodara Airport,BF,
DFOS,small_airport,Sideradougou Airport,BF,
DFOT,small_airport,Tougan Airport,BF,TUQ
DFOU,small_airport,Diebougou Airport,BF,XDE
DFOY,small_airport,Aribinda Airport,BF,XAR
DFYO,small_airport,Yaramoko Gold Mine Airport,BF,
DGAA,large_airport,Kotoka International Airport,GH,ACC
DGAH,medium_airport,Ho Airport,GH,
DGLE,large_airport,Yakubu Tali International Airport,GH,TML
DGLN,small_airport,Navrongo Airport,GH,
DGLW,small_airport,Wa Airport,GH,WZA
DGLY,small_airport,Yendi Airport,GH,
DGM,seaplane_base,Dandugama Seaplane Base,LK,DGM
DGSI,large_airport,Prempeh I International Airport,GH,KMS
DGSN,medium_airport,Sunyani Airport,GH,NYI
DGTK,medium_airport,Takoradi Airport,GH,TKD
DHB,seaplane_base,Deer Harbor SPB,US,DHB
DHG,small_airport,Dalnegorsk Airport,RU,DHG
DHL,small_airport,Ad-Dali Airport,YE,DHL
DIAO,small_airport,Aboisso Airport,CI,ABO
DIAP,large_airport,Félix-Houphouët-Boigny International Airport,CI,ABJ
DIAU,small_airport,Abengourou Airport,CI,OGO
DIBC,small_airport,Bocanda Airport,CI,
DIBI,small_airport,Boundiali Airport,CI,BXI
DIBK,medium_airport,Bouaké Airport,CI,BYK
DIBN,small_airport,Bouna Airport,CI,BQO
DIBU,small_airport,Soko Airport,CI,BDK
DIDB,small_airport,Dabou Airport,CI,
DIDK,small_airport,Dimbokro Airport,CI,DIM
DIDL,medium_airport,Daloa Airport,CI,DJO
DIGA,small_airport,Gagnoa Airport,CI,GGN
DIGL,small_airport,Guiglo Airport,CI,GGO
DIGN,small_airport,Nero-Mer Airport,CI,BBV
DIKO,medium_airport,Korhogo Airport,CI,HGO
DIMN,medium_airport,Man Airport,CI,MJC
DIOD,small_airport,Odienne Airport,CI,KEO
DIOF,small_airport,Ouango Fitini Airport,CI,OFI
DISG,small_airport,Séguéla Airport,CI,SEO
DISP,medium_airport,San Pedro Airport,CI,SPY
DISS,small_airport,Sassandra Airport,CI,ZSS
DITB,small_airport,Tabou Airport,CI,TXU
DITM,small_airport,Mahana Airport,CI,TOZ
DIW,seaplane_base,Mawella Lagoon Seaplane Base,LK,DIW
DIYO,large_airport,Yamoussoukro International Airport,CI,ASK
DJ-0001,small_airport,Holhol Airport,DJ,
DJ-0003,heliport,Chinese People's Liberation Army Support Base in Djibouti,DJ,
DJ-0004,heliport,Djibouti Presidential Heliport,DJ,
DJ-0005,heliport,Djibouti Sudanese Military Hospital Heliport,DJ,
DJ-0006,heliport,Helipad,DJ,
DJ-0007,heliport,Military Helipads (5x),DJ,
DJ-0008,heliport,Military Helipad,DJ,
DK-0003,small_airport,Tølløse Flying Club Glider Field,DK,
DK-0004,small_airport,Brædstrup Airfield,DK,
DK-0005,small_airport,Bogense Flyveplads,DK,
DK-0006,small_airport,Rødekro Airfield,DK,
DK-0007,small_airport,Ejstruphede Glider Field,DK,
DK-0008,small_airport,Holstebro Glider Field,DK,
DK-0009,small_airport,Bolhede Glider Field,DK,
DK-0010,small_airport,True Gliderfield,DK,
DK-0011,heliport,Rigshospitalet Helipad,DK,
DK-0012,heliport,Aarhus University Hospital Helipad,DK,
DK-0013,small_airport,Næstved Airfield,DK,
DK-0014,small_airport,Nordborg Pøl Airfield,DK,
DK-0015,small_airport,Aversi Airfield,DK,
DK-0016,small_airport,Sølager Airfiield,DK,
DK-0018,small_airport,Filskov Airfield,DK,
DK-0019,small_airport,Estruplund Airfield,DK,
DK-0020,small_airport,Frederikssund Syd Flyveplads,DK,
DK-0021,small_airport,Gesten Glider Field,DK,
DK-0022,small_airport,Frederikssund Nord Glider Field,DK,
DK-0023,small_airport,Grønbæk Airfield,DK,
DK-0024,small_airport,Orupgård Airfield,DK,
DK-0025,small_airport,Rolfsted Airfield,DK,
DK-0026,small_airport,Sønder Felding Airfield,DK,
DK-0028,small_airport,Varde Airfield,DK,
DK-0029,small_airport,Sulkendrup Airstrip,DK,
DK-0030,small_airport,Holsted Private Airfield,DK,
DK-0031,small_airport,North Jutland Ultralight Flying Club,DK,
DK-0032,small_airport,Vejrø Airfield,DK,
DK-0033,small_airport,Bjedstrup Airstrip,DK,
DK-0034,small_airport,Slagelse Private Airstrip,DK,
DK-0035,small_airport,Ølgod / Vallund Airfield,DK,
DK-0036,small_airport,Revninge Airfield,DK,
DK-0037,small_airport,Gilleleje Airstrip,DK,
DK-0038,small_airport,Bjørnø Airfield,DK,
DK-0039,small_airport,Hesselø Airstrip,DK,
DK-0040,small_airport,Tunø Airstrip,DK,
DK-0041,heliport,Vestre Fjordpark Heliport,DK,
DK-0042,heliport,Aarhus University Hospital Helipad B,DK,
DK-0043,small_airport,Kaleko Airstrip,DK,
DK-0044,small_airport,Emmelev Flyveplads,DK,
DK-0045,small_airport,Fårbæk Private Airstrip,DK,
DK-0046,small_airport,Solbjerg Airfield,DK,
DK-0047,small_airport,Drejø Airstrip,DK,
DK-0048,small_airport,Vester Åby Private Airstrip,DK,
DK-0049,small_airport,Bramming Airstrip,DK,
DK-0050,small_airport,Hundelev Private Airstrip,DK,
DK-0051,small_airport,Grimlund/Hoven Airstrip,DK,
DK-0052,heliport,Korsør Helipad,DK,
DK-0053,small_airport,Elsesminde Airfield,DK,
DK-0054,small_airport,Avedøre Airfield,DK,
DK-0056,small_airport,Skalmstrup Airfield,DK,
DK-0065,small_airport,Rømø Beach Airstrip,DK,
DK-0067,small_airport,Lille Gjerndrupholm Airstrip,DK,
DLR,small_airport,Dalnerechensk Airport,RU,DLR
DM2,heliport,Diomede Heliport,US,DIO
DMDM,small_airport,Muhammadu Buhari International Cargo Airport,NG,
DN50,small_airport,Shiroro Airport,NG,
DN51,small_airport,Ajaokuta Airport,NG,
DN53,small_airport,Kaduna Old Airport,NG,
DN54,small_airport,Bajoga Northeast Airport,NG,
DN55,small_airport,Eket Airport,NG,
DN56,small_airport,Escravos Airport,NG,
DN57,medium_airport,Umaru Musa Yar'adua Airport,NG,DKA
DNAA,large_airport,Nnamdi Azikiwe International Airport,NG,ABV
DNAI,medium_airport,Akwa Ibom International Airport,NG,QUO
DNAK,medium_airport,Akure Airport,NG,AKR
DNAN,small_airport,Chinua Achebe International Airport,NG,
DNAS,large_airport,Asaba International Airport,NG,ABB
DNBB,small_airport,Bebi Airport,NG,
DNBC,large_airport,Sir Abubakar Tafawa Balewa Bauchi State International Airport,NG,BCU
DNBE,medium_airport,Benin Airport,NG,BNI
DNBI,small_airport,Bida Airport,NG,
DNBY,medium_airport,Bayelsa International Airport,NG,
DNCA,medium_airport,Margaret Ekpo International Airport,NG,CBQ
DNDS,small_airport,Dutse International Airport,NG,
DNEN,large_airport,Akanu Ibiam International Airport,NG,ENU
DNFB,small_airport,Finima Bonny Airport,NG,
DNFD,small_airport,Forçados Terminal Airport,NG,
DNGO,medium_airport,Gombe Lawanti International Airport,NG,GMO
DNGU,medium_airport,Gusau Airport,NG,
DNIB,medium_airport,Ibadan Airport,NG,IBA
DNIL,large_airport,General Tunde Idiagbon International Airport,NG,ILR
DNIM,medium_airport,Sam Mbakwe International Cargo Airport,NG,QOW
DNJA,small_airport,Jalingo Airport,NG,
DNJO,medium_airport,Yakubu Gowon Airport,NG,JOS
DNKA,large_airport,Kaduna International Airport,NG,KAD
DNKN,large_airport,Mallam Aminu Kano International Airport,NG,KAN
DNMA,large_airport,Maiduguri International Airport,NG,MIU
DNMK,medium_airport,Makurdi Airport,NG,MDI
DNMM,large_airport,Murtala Muhammed International Airport,NG,LOS
DNMN,medium_airport,Minna Airport,NG,MXJ
DNOS,small_airport,Oshogbo Airport,NG,
DNPO,large_airport,Port Harcourt International Airport,NG,PHC
DNSO,large_airport,Sadiq Abubakar III International Airport,NG,SKO
DNSU,medium_airport,Warri Airport,NG,QRW
DNYO,medium_airport,Yola Airport,NG,YOL
DNZA,medium_airport,Zaria Airport,NG,ZAR
DO-0003,heliport,Barahona Heliport,DO,
DO-0004,heliport,Javo Beach Heliport,DO,
DO-0005,heliport,Grand Sirenis Punta Cana Heliport,DO,
DO-0006,heliport,Don Juan Helipad,DO,
DO-0007,heliport,Nuevo Boca de Cachón Heliport,DO,
DO-0008,heliport,Montesacro Heliport,DO,
DO-0009,heliport,Guanarate Heliport,DO,
DO-0010,heliport,Elías Piña Army Heliport,DO,
DO-0018,seaplane_base,Punta Cana Parasailing,DO,
DPT,small_airport,Deputatskiy Airport,RU,DPT
DRRA,small_airport,Tessaoua Airport,NE,
DRRC,small_airport,Dogondoutchi Airport,NE,
DRRD,small_airport,Dosso Airport,NE,
DRRE,small_airport,Tera Airport,NE,
DRRG,small_airport,Gaya Airport,NE,
DRRI,small_airport,Bilma Airport,NE,
DRRM,medium_airport,Maradi Airport,NE,MFQ
DRRN,large_airport,Diori Hamani International Airport,NE,NIM
DRRP,small_airport,La Tapoa Airport,NE,
DRRT,medium_airport,Tahoua Airport,NE,THZ
DRRU,small_airport,Ouallam Airport,NE,
DRZA,medium_airport,Mano Dayak International Airport,NE,AJY
DRZD,small_airport,Dirkou Airport,NE,
DRZF,small_airport,Diffa Airport,NE,
DRZG,small_airport,Goure Airport,NE,
DRZI,small_airport,Iferouane Airport,NE,
DRZL,small_airport,Arlit Airport,NE,RLT
DRZM,small_airport,Maine-Soroa Airport,NE,
DRZN,small_airport,N'Guigmi Airport,NE,
DRZR,medium_airport,Zinder Airport,NE,ZND
DRZT,small_airport,Tanout Airport,NE,
DSG,small_airport,Dilasag Airport,PH,DSG
DT1,heliport,Downtown Fort Lauderdale Heliport,US,
DT70,small_airport,Medenine Airport,TN,
DTG,small_airport,Dwight Airport,US,
DTKA,medium_airport,Tabarka-Aïn Draham International Airport,TN,TBJ
DTMB,medium_airport,Monastir Habib Bourguiba International Airport,TN,MIR
DTNH,medium_airport,Enfidha - Hammamet International Airport,TN,NBE
DTTA,large_airport,Tunis Carthage International Airport,TN,TUN
DTTB,medium_airport,Bizerte Sidi Ahmed Air Base,TN,
DTTD,medium_airport,Remada Air Base,TN,
DTTF,medium_airport,Gafsa Ksar International Airport,TN,GAF
